CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUC,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75
Residential,1,MAH,MAHOGANY,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,4960,2339,852,0,0,1604,0,0,1637,207,0,288,206,1,0,0,0,0,0,0,0,0,5,139,114,222,144,0,0,0,0,0,0,0,0,0,4,133,119,309,5,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137,115,280,21,42,0,27,1293,1256,4149,14,303,0,0,214,576,340,512,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SPR,SPRUCE CLIFF,WEST,BUILT-OUT,1950s,2015,,4677,2434,296,0,0,1029,0,0,320,117,0,1770,141,0,84,0,0,1,1,0,0,0,13,1680,716,2762,77,0,0,0,67,4,123,6,0,11,0,106,57,250,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,238,0,0,0,1,134,25,554,6,0,0,1,299,227,750,12,8,0,2,960,866,245,176,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PKL,PARKLAND,SOUTH,BUILT-OUT,1960s/1970s,2015,,3780,1445,216,0,0,1360,0,0,1351,10,0,70,14,0,0,0,0,0,0,0,0,0,0,63,54,91,7,0,0,0,0,0,0,0,0,0,0,9,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,1,0,0,0,1334,1288,3652,17,0,0,0,177,626,248,341,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CAS,CASTLERIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,2015,,6475,1989,560,0,0,1189,0,0,1458,226,0,120,0,0,185,0,0,0,0,0,0,0,0,115,0,184,5,0,0,0,166,6,398,18,0,1,0,222,127,758,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,1056,5135,16,0,2,0,242,501,364,625,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,KIN,KINGSLAND,SOUTH,BUILT-OUT,1950s,2015,,4733,2382,289,0,0,789,0,0,659,194,1,1254,189,0,84,0,0,0,0,0,1,0,3,1197,130,2056,54,0,0,0,66,1,124,10,0,8,1,190,49,513,2,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,2,0,0,0,0,176,101,424,13,0,0,0,636,508,1609,21,2,0,1,827,829,319,263,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DAL,DALHOUSIE,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,9362,3742,572,0,0,2329,0,0,1932,307,0,862,569,0,71,0,1,0,0,0,0,0,1,832,301,1398,28,0,1,0,60,3,133,8,0,3,0,302,117,934,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,558,228,1501,10,0,0,0,1897,1679,5395,32,3,0,1,834,1298,644,758,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PAL,PALLISER,SOUTH,BUILT-OUT,1960s/1970s,2015,,3516,1840,179,0,0,1038,0,0,468,184,156,710,319,0,3,0,0,0,0,0,0,0,4,570,186,957,134,0,2,0,3,0,3,0,0,0,0,180,173,325,4,0,0,0,0,0,0,0,0,0,0,148,0,306,8,0,0,0,0,0,0,0,0,0,0,315,243,650,4,0,0,0,459,436,1275,8,1,0,0,602,640,205,209,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ALB,ALBERT PARK/RADISSON HEIGHTS,EAST,BUILT-OUT,1950s,2015,,6611,2965,529,0,0,890,0,0,929,455,26,750,343,0,462,0,0,0,0,0,0,0,1,629,116,1228,90,30,0,1,367,9,663,84,0,10,2,428,154,1251,22,2,1,0,0,0,0,0,0,0,0,19,6,40,5,2,2,0,0,0,0,0,0,0,3,332,8,1065,8,0,0,1,886,597,2364,34,3,5,0,714,895,508,444,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NGM,NORTH GLENMORE PARK,WEST,BUILT-OUT,1950s,2015,,2386,1009,142,0,0,737,0,0,799,110,3,46,0,0,48,0,1,2,0,0,0,0,0,46,0,81,0,0,0,0,44,2,72,4,0,0,0,100,50,235,9,1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,765,683,1988,26,8,0,3,211,377,163,192,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ALT,ALTADORE,CENTRE,BUILT-OUT,INNER CITY,2015,,9867,4526,908,0,0,2854,0,0,1794,765,20,1007,731,0,185,0,16,5,1,0,2,0,4,975,380,1382,28,0,0,0,154,3,231,23,0,8,0,698,562,1851,38,28,1,0,0,0,0,0,0,0,0,19,5,31,1,0,0,1,17,2,216,6,0,0,0,690,506,1443,23,18,0,1,1670,1396,4713,86,34,3,24,1294,1485,626,767,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,QPK,QUEENS PARK VILLAGE,CENTRE,BUILT-OUT,1950s,2015,,486,188,53,0,0,1,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1,486,3,0,1,0,0,0,0,0,0,0,0,28,62,56,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHW,CHARLESWOOD,NORTHWEST,BUILT-OUT,1950s,2015,,3669,1484,213,0,0,1113,0,0,1296,34,0,118,0,0,35,0,0,0,0,1,0,0,0,116,0,175,2,0,0,0,29,0,62,3,1,2,0,34,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1255,1098,3340,35,6,0,1,298,537,237,338,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CED,CEDARBRAE,SOUTH,BUILT-OUT,1960s/1970s,2015,,6308,2608,500,0,0,1887,0,0,1335,570,0,163,513,0,27,0,0,0,0,0,0,0,0,163,33,301,0,0,0,0,20,2,36,3,0,4,0,564,339,1423,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,342,1091,7,0,0,1,1323,1171,3457,11,0,0,0,566,1013,501,445,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PUM,PUMP HILL,SOUTH,BUILT-OUT,1960s/1970s,2015,,1705,561,67,0,0,416,0,0,382,50,0,61,66,0,0,0,0,0,2,0,0,0,0,59,0,68,2,0,0,0,0,0,0,0,0,0,0,49,48,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,347,0,0,0,0,60,0,93,6,0,0,0,372,368,1111,10,0,0,2,130,214,64,112,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CGR,COUGAR RIDGE,WEST,DEVELOPING,2000s,2015,,6954,2181,881,0,0,1974,0,0,1882,92,0,0,205,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,92,75,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,143,401,9,3,0,0,1873,1755,6301,8,1,0,0,186,513,508,870,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SNA,SUNALTA,CENTRE,BUILT-OUT,INNER CITY,2015,,3454,2128,151,0,0,512,0,0,244,3,8,1645,74,0,141,0,6,5,0,1,1,0,3,1572,361,2549,70,0,0,5,115,5,184,16,1,4,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,2,10,0,59,1,0,0,0,63,37,126,7,4,0,4,215,109,526,19,3,3,13,947,758,180,88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BRD,BRIDGELAND/RIVERSIDE,CENTRE,BUILT-OUT,INNER CITY,2015,,6010,3679,415,0,0,1186,0,0,880,104,22,2213,195,0,246,0,12,1,4,0,2,0,24,1644,485,2572,55,489,1,1,207,9,308,23,0,15,0,90,54,195,10,4,0,0,0,0,0,0,0,0,0,19,15,38,0,3,3,0,19,1,726,0,0,0,13,152,87,269,2,0,28,7,809,535,1902,42,21,1,19,1388,1026,302,206,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LKV,LAKEVIEW,WEST,BUILT-OUT,1960s/1970s,2015,,5451,2341,275,0,0,1807,0,0,1689,75,0,334,230,0,13,0,0,0,0,0,0,0,2,325,1,576,7,0,0,0,10,3,15,3,0,0,0,73,51,172,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,195,420,7,0,0,0,1649,1557,4268,32,7,1,0,556,908,340,456,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,VIS,VISTA HEIGHTS,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,2444,852,327,0,0,394,0,0,380,20,0,41,371,0,37,0,0,0,0,0,3,0,0,41,0,94,0,0,0,0,30,1,49,4,0,3,0,19,3,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,364,76,1255,7,0,0,0,378,314,986,2,0,0,3,125,249,206,205,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GLA,GLAMORGAN,WEST,BUILT-OUT,1950s,2015,,6432,2961,403,0,0,1774,0,0,1138,74,43,880,806,0,17,0,0,1,2,0,0,0,1,867,188,1479,12,0,0,2,12,3,18,1,0,2,0,74,51,204,0,0,0,0,0,0,0,0,0,0,0,41,0,100,2,0,0,0,3,1,178,0,0,0,0,788,503,1648,18,0,0,0,1109,1028,2805,27,1,1,3,986,1009,488,375,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EYA,ELBOYA,CENTRE,BUILT-OUT,1950s,2015,,1849,767,129,0,0,411,0,0,469,10,0,250,20,0,17,0,0,0,0,0,1,0,1,243,16,524,6,0,0,1,15,2,26,0,0,1,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,35,2,0,0,0,440,393,1243,24,5,0,1,160,238,166,150,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PKH,PARKHILL,CENTRE,BUILT-OUT,1950s,2015,,1686,889,87,0,0,433,0,0,361,161,0,288,20,0,59,0,0,0,0,0,0,0,0,238,62,400,14,35,1,6,43,3,75,8,0,2,0,148,100,368,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,42,0,3,0,0,342,264,801,10,6,3,0,245,320,125,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NHV,NORTH HAVEN,NORTH,BUILT-OUT,1960s/1970s,2015,,2473,1005,191,0,0,661,0,0,605,204,0,72,86,0,38,0,0,0,0,0,0,0,0,63,17,84,8,0,1,0,36,3,68,0,0,2,0,198,90,492,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,253,1,0,0,0,597,551,1576,6,0,2,0,204,387,166,197,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ROX,ROXBORO,CENTRE,BUILT-OUT,INNER CITY,2015,,402,159,24,0,0,134,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142,134,402,14,2,0,0,17,57,21,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BRE,BRENTWOOD,NORTHWEST,BUILT-OUT,1960s/1970s,2015,,6941,3314,363,0,0,1745,0,0,1979,0,83,912,260,0,80,0,0,0,0,0,0,0,1,563,84,886,73,275,0,0,60,6,124,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,128,0,0,0,0,0,0,0,0,0,0,1,235,0,572,4,20,0,0,1927,1651,5231,51,0,1,0,727,1080,465,543,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,FAL,FALCONRIDGE,NORTHEAST,BUILT-OUT,1980s/1990s,2015,,11088,3508,961,0,0,1829,0,0,1858,543,0,212,597,0,298,0,0,0,0,0,0,0,0,202,16,459,10,0,0,0,241,10,614,53,0,4,0,527,258,1777,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,576,280,1901,20,0,0,0,1810,1265,6337,47,0,1,0,387,883,701,1062,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SHN,SHAWNESSY,SOUTH,BUILT-OUT,1980s/1990s,2015,,9546,3310,558,0,0,2729,0,0,2680,66,0,257,254,0,51,0,0,0,1,0,1,0,0,257,154,463,0,0,0,0,42,4,83,8,0,1,0,64,64,114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,1,0,0,0,253,177,581,1,0,0,0,2668,2330,8224,11,1,0,2,476,1134,655,847,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RIC,RICHMOND,CENTRE,BUILT-OUT,1950s,2015,,4663,2328,502,0,0,1307,0,0,1066,566,30,330,142,0,194,0,0,0,0,0,0,0,0,320,83,473,10,0,0,1,143,9,218,28,8,14,0,495,389,1266,34,37,0,0,0,0,0,0,0,0,0,20,6,35,0,10,10,0,0,0,0,0,0,0,2,130,77,291,3,7,0,1,991,743,2380,55,19,0,0,606,844,332,293,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BRI,BRIDLEWOOD,SOUTH,BUILT-OUT,2000s,2015,,13045,4204,1319,0,0,3400,0,0,2863,305,3,791,204,0,38,0,0,0,0,0,0,0,0,783,461,1760,8,0,0,0,33,1,58,4,0,1,0,305,274,760,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,202,158,567,2,0,0,1,2837,2503,9892,25,0,0,0,530,1116,902,1348,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ASP,ASPEN WOODS,WEST,DEVELOPING,BUILDING OUT,2015,,8271,2892,1102,0,0,2343,0,0,2048,10,2,339,489,0,3,0,0,0,1,0,0,0,2,258,157,406,11,68,0,0,3,0,8,0,0,0,0,10,8,30,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,1,0,0,0,0,0,0,465,387,908,20,4,0,7,1898,1789,6911,45,96,2,1,357,635,471,1063,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HIL,HILLHURST,CENTRE,BUILT-OUT,INNER CITY,2015,,6737,3656,415,0,0,1308,0,0,997,289,100,2017,93,0,147,1,8,1,1,0,2,0,1,1702,308,2938,236,77,1,1,130,9,201,14,1,1,0,261,210,667,13,15,0,0,0,0,0,0,0,0,0,97,5,130,2,1,1,0,12,1,239,1,0,0,0,88,42,181,3,2,0,5,941,733,2381,40,10,1,13,1169,1310,345,394,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,GDL,GLENDALE,WEST,BUILT-OUT,1950s,2015,,2794,1116,184,0,0,847,0,0,959,0,0,108,24,0,25,0,0,0,0,0,0,0,0,108,0,169,0,0,0,0,19,4,33,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,46,1,0,0,1,937,823,2546,17,3,1,0,250,361,201,251,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,WBN,WOODBINE,SOUTH,BUILT-OUT,1980s/1990s,2015,,9145,3373,570,0,0,3004,0,0,2931,82,0,0,342,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,27,3,0,1,0,81,58,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,242,760,8,0,0,0,2901,2703,8160,30,0,0,0,405,1354,679,798,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,DNW,DOWNTOWN WEST END,CENTRE,BUILT-OUT,CENTRE CITY,2015,,2501,1821,172,0,0,564,0,0,3,0,0,1815,0,0,0,0,1,0,0,0,2,0,25,1466,564,2482,128,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,686,612,117,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MCT,MCKENZIE TOWNE,SOUTHEAST,DEVELOPING,BUILDING OUT,2015,,18029,7130,2014,0,0,5548,0,0,3660,639,0,1494,1245,0,11,0,0,79,2,0,0,0,3,1459,881,2484,30,0,2,1,9,1,11,1,0,0,0,633,526,1560,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,2,385,9,0,0,2,1170,899,2317,51,22,0,0,3631,3239,11272,28,0,1,81,1604,2420,1244,1542,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HID,HIDDEN VALLEY,NORTH,BUILT-OUT,1980s/1990s,2015,,11900,3868,884,0,0,3445,0,0,3440,132,0,0,274,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,34,2,0,0,0,132,108,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,217,582,8,0,0,0,3422,3118,10993,18,0,0,0,418,1096,783,1377,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TAR,TARADALE,NORTHEAST,DEVELOPING,2000s,2015,,19223,5072,2186,0,0,3460,0,0,3310,212,0,379,438,0,733,0,0,0,0,0,0,0,0,368,170,1038,11,0,0,4,570,36,1631,93,1,65,0,212,170,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,327,1465,1,0,0,0,3272,2757,14318,30,0,8,0,319,753,918,2030,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,RUN,RUNDLE,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,11946,3829,934,0,0,2217,0,0,2225,173,0,0,1111,0,319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,6,603,29,1,14,0,168,116,430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,3,1082,324,3295,26,0,0,0,2201,1770,7612,19,4,1,1,430,1106,777,1087,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,ERI,ERIN WOODS,EAST,BUILT-OUT,1980s/1990s,2015,,7309,2472,670,0,0,1728,0,0,1850,49,0,119,271,97,86,0,0,0,0,0,0,0,0,116,73,159,3,0,0,1,71,9,147,12,0,2,0,43,11,158,6,0,0,0,96,88,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,264,47,911,6,0,0,2,1826,1500,5743,21,1,0,0,343,674,558,697,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PIN,PINERIDGE,NORTHEAST,BUILT-OUT,1960s/1970s,2015,,10212,3848,944,0,0,2267,0,0,1730,607,0,778,606,0,127,0,0,0,0,0,0,0,2,689,172,1255,23,64,0,0,102,3,231,16,0,9,0,593,405,1778,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,591,301,1562,14,0,0,2,1701,1386,5386,25,1,1,0,772,1133,758,787,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,HIW,HIGHWOOD,CENTRE,BUILT-OUT,1950s,2015,,2314,1006,176,0,0,584,0,0,736,73,3,19,16,0,157,0,0,2,0,0,0,0,0,19,0,39,0,0,0,0,131,7,226,16,0,10,0,64,35,158,7,2,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,2,0,6,0,0,0,0,16,14,41,0,0,0,4,712,527,1841,18,1,1,2,228,342,182,177,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
